frame_idx,time_s,peak_clean_db,peak_noisy_db,file_name
0,0.0,-139.49755266617044,-139.54503763302225,cir_frame_0000.npz
1,13.529128074645996,-113.42387388058994,-113.38943193601557,cir_frame_0001.npz
