frame_idx,time_s,peak_clean_db,peak_noisy_db,file_name
0,0.0,-139.49755266617044,-139.54503763302225,cir_frame_0000.npz
1,3.382282018661499,-102.84283584461683,-102.8314634932719,cir_frame_0001.npz
2,6.764564037322998,-107.91253509767387,-107.89645143188287,cir_frame_0002.npz
3,10.146845817565918,-111.09749200565483,-111.11071371313,cir_frame_0003.npz
4,13.529128074645996,-113.42387388058994,-113.38879818804415,cir_frame_0004.npz
