frame_idx,time_s,peak_clean_db,peak_noisy_db,file_name
78,3.7688286304473877,-103.59467029758689,-103.60690829930871,cir_frame_0078.npz
79,3.8171470165252686,-103.68426958463225,-103.68104535022329,cir_frame_0079.npz
80,3.8654651641845703,-103.77296691100446,-103.75175423104207,cir_frame_0080.npz
81,3.913783550262451,-103.86077331533114,-103.86341028325256,cir_frame_0081.npz
82,3.962101936340332,-103.9477076718515,-103.94662257182327,cir_frame_0082.npz
83,4.010420322418213,-104.0337901373899,-104.07585467685017,cir_frame_0083.npz
84,4.058738708496094,-104.11903033888755,-104.10443860494189,cir_frame_0084.npz
85,4.107056617736816,-110.36496243152484,-110.37231310939265,cir_frame_0085.npz
86,4.155375003814697,-104.2870626888087,-104.31422287375027,cir_frame_0086.npz
87,4.203693389892578,-104.36988559701895,-104.36864134051548,cir_frame_0087.npz
88,4.252011775970459,-104.45193197893047,-104.42609285180316,cir_frame_0088.npz
89,4.30033016204834,-104.5332150757421,-104.57114397984861,cir_frame_0089.npz
90,4.348648548126221,-104.61375012657018,-104.60916063256579,cir_frame_0090.npz
91,4.396966457366943,-104.69354782360213,-104.7026389982878,cir_frame_0091.npz
92,4.445284843444824,-104.77262892827275,-104.77412182261303,cir_frame_0092.npz
93,4.493603229522705,-104.85099876997674,-104.87192624204319,cir_frame_0093.npz
94,4.541921615600586,-105.5970048070243,-105.59674981403543,cir_frame_0094.npz
95,4.590240001678467,-105.00566254725754,-105.02388923880501,cir_frame_0095.npz
96,4.638558387756348,-105.08198007807826,-105.00468329907257,cir_frame_0096.npz
97,4.6868767738342285,-105.15763547002959,-105.16584294556297,cir_frame_0097.npz
98,4.735194683074951,-101.90711552954697,-101.94155309053332,cir_frame_0098.npz
99,4.783513069152832,-105.30701222895743,-105.29305714099947,cir_frame_0099.npz
100,4.831831455230713,-105.38075395816689,-105.38440635340073,cir_frame_0100.npz
101,4.880149841308594,-105.4538776988963,-105.5146391218903,cir_frame_0101.npz
102,4.928468227386475,-105.5263920864364,-105.51176209134674,cir_frame_0102.npz
103,4.9767866134643555,-108.59531082928136,-108.55594494452447,cir_frame_0103.npz
104,5.025104999542236,-105.66964797578723,-105.66528081946309,cir_frame_0104.npz
105,5.073422908782959,-105.74040238331881,-105.77976723153975,cir_frame_0105.npz
106,5.12174129486084,-105.81058747153182,-105.79122790043449,cir_frame_0106.npz
107,5.170059680938721,-101.65468584516333,-101.66183794638798,cir_frame_0107.npz
108,5.218378067016602,-105.94929087933912,-105.92063001819889,cir_frame_0108.npz
109,5.266696453094482,-106.01782321309118,-105.99207307314458,cir_frame_0109.npz
110,5.315014839172363,-106.08582242587345,-106.14587714450481,cir_frame_0110.npz
111,5.363333225250244,-103.14497299977882,-103.09766406489092,cir_frame_0111.npz
112,5.411651134490967,-106.22025235380653,-106.17317744944071,cir_frame_0112.npz
113,5.459969520568848,-106.2866976722319,-106.35624761995894,cir_frame_0113.npz
114,5.5082879066467285,-106.35263903288939,-106.31009792856638,cir_frame_0114.npz
115,5.556606292724609,-107.92328313425051,-107.92443977604412,cir_frame_0115.npz
116,5.60492467880249,-109.58281599022307,-109.53258876345447,cir_frame_0116.npz
117,5.653243064880371,-106.54753614952533,-106.57310741424499,cir_frame_0117.npz
118,5.701560974121094,-106.61154664505767,-106.66593328109482,cir_frame_0118.npz
119,5.749879360198975,-106.67509068669455,-106.69998094400471,cir_frame_0119.npz
120,5.7981977462768555,-106.57436639622134,-106.53850106815389,cir_frame_0120.npz
121,5.846516132354736,-106.80080431685045,-106.77365035413041,cir_frame_0121.npz
122,5.894834518432617,-106.86298824122022,-106.89212375219807,cir_frame_0122.npz
123,5.943152904510498,-106.92473207884777,-106.92243070654357,cir_frame_0123.npz
124,5.991471290588379,-106.1698743826995,-106.19375222465084,cir_frame_0124.npz
125,6.039789199829102,-102.55370305377903,-102.550115426177,cir_frame_0125.npz
126,6.088107585906982,-107.1073825613906,-107.09959280172146,cir_frame_0126.npz
127,6.136425971984863,-107.16742690437344,-107.2213065919033,cir_frame_0127.npz
128,6.184744358062744,-107.53115936187662,-107.53254127393905,cir_frame_0128.npz
129,6.233062744140625,-102.98078801639784,-103.02894650354149,cir_frame_0129.npz
130,6.281381130218506,-107.34511285238432,-107.36882972444447,cir_frame_0130.npz
131,6.329699516296387,-107.40354491162678,-107.37720152070146,cir_frame_0131.npz
132,6.378017425537109,-107.4615899915095,-107.42505794225777,cir_frame_0132.npz
133,6.42633581161499,-104.41700622459345,-104.40380869566589,cir_frame_0133.npz
134,6.474654197692871,-107.57653201660409,-107.62824988891947,cir_frame_0134.npz
135,6.522972583770752,-107.63344093387644,-107.61678324275309,cir_frame_0135.npz
136,6.571290969848633,-107.68998047407017,-107.68796850052338,cir_frame_0136.npz
137,6.619609355926514,-108.47265149580592,-108.47993032279014,cir_frame_0137.npz
138,6.6679277420043945,-103.77338492057842,-103.8205507180447,cir_frame_0138.npz
139,6.716245651245117,-107.85742825563335,-107.90177582511639,cir_frame_0139.npz
140,6.764564037322998,-107.91253489236497,-107.92642935061565,cir_frame_0140.npz
141,6.812882423400879,-118.41943602306316,-118.40052505766468,cir_frame_0141.npz
142,6.86120080947876,-108.44534045577468,-108.47643416920388,cir_frame_0142.npz
143,6.909519195556641,-108.07579943241949,-108.11022648855229,cir_frame_0143.npz
144,6.9578375816345215,-108.12954825372627,-108.09518894474212,cir_frame_0144.npz
145,7.006155490875244,-106.46671298995912,-106.49279292147992,cir_frame_0145.npz
146,7.054473876953125,-115.82793041868008,-115.81743650128543,cir_frame_0146.npz
147,7.102792263031006,-108.28882942921844,-108.32679077281882,cir_frame_0147.npz
148,7.151110649108887,-108.34128491522458,-108.36004837855438,cir_frame_0148.npz
149,7.199429035186768,-108.39342441398438,-108.42479505492898,cir_frame_0149.npz
150,7.247747421264648,-104.88827642169952,-104.88452035067303,cir_frame_0150.npz
151,7.296065807342529,-109.93307430873615,-109.96200885143656,cir_frame_0151.npz
152,7.344383716583252,-108.54800086769785,-108.54138716506287,cir_frame_0152.npz
153,7.392702102661133,-108.59892037646675,-108.57125573332509,cir_frame_0153.npz
154,7.441020488739014,-104.73575323364605,-104.73436754622068,cir_frame_0154.npz
155,7.4893388748168945,-103.94649033499142,-103.9357112253727,cir_frame_0155.npz
156,7.537657260894775,-108.74992188406749,-108.79099578651412,cir_frame_0156.npz
157,7.585975646972656,-108.79968045145453,-108.75873061030136,cir_frame_0157.npz
158,7.634294033050537,-119.7786442648782,-119.80320404811769,cir_frame_0158.npz
159,7.68261194229126,-109.19802672374257,-109.2022485767955,cir_frame_0159.npz
160,7.730930328369141,-108.94726576819369,-108.90619365908144,cir_frame_0160.npz
161,7.7792487144470215,-108.99591267410847,-108.99693566461396,cir_frame_0161.npz
162,7.827567100524902,-105.22304828580789,-105.26854248544825,cir_frame_0162.npz
163,7.875885486602783,-108.83196112546159,-108.89961474801586,cir_frame_0163.npz
164,7.924203872680664,-109.14024426609357,-109.12080065807841,cir_frame_0164.npz
165,7.972522258758545,-109.18782377689418,-109.18262273873029,cir_frame_0165.npz
166,8.020840644836426,-109.23514698444973,-109.22777351739414,cir_frame_0166.npz
167,8.069158554077148,-104.8283520424016,-104.81959182772962,cir_frame_0167.npz
168,8.117477416992188,-104.57140539435062,-104.51575945370166,cir_frame_0168.npz
169,8.16579532623291,-109.37559393141925,-109.38154742858954,cir_frame_0169.npz
170,8.214113235473633,-109.42191072413108,-109.3916149400433,cir_frame_0170.npz
171,8.262432098388672,-120.84484067478456,-120.85034053029801,cir_frame_0171.npz
172,8.310750007629395,-113.00792430823904,-113.04345727165675,cir_frame_0172.npz
173,8.359068870544434,-109.55940069112147,-109.66188431910327,cir_frame_0173.npz
174,8.407386779785156,-109.6047513387169,-109.5795146302366,cir_frame_0174.npz
175,8.455705642700195,-104.76937886135416,-104.72965014746812,cir_frame_0175.npz
176,8.504023551940918,-105.89162747234711,-105.8712340685741,cir_frame_0176.npz
177,8.55234146118164,-109.73940669976525,-109.77156964875222,cir_frame_0177.npz
178,8.60066032409668,-109.78383317679067,-109.74012649655491,cir_frame_0178.npz
179,8.648978233337402,-118.49945346658082,-118.48073270180541,cir_frame_0179.npz
180,8.697297096252441,-110.04032337146263,-110.04570267284191,cir_frame_0180.npz
181,8.745615005493164,-106.68499932310445,-106.69525482907355,cir_frame_0181.npz
182,8.793932914733887,-109.95930022898102,-109.93985725838002,cir_frame_0182.npz
183,8.842251777648926,-105.2068005295856,-105.18734900186175,cir_frame_0183.npz
184,8.890569686889648,-106.54959098365813,-106.54310920677305,cir_frame_0184.npz
185,8.938888549804688,-109.70456466679082,-109.71793810811809,cir_frame_0185.npz
186,8.98720645904541,-110.13130162534621,-110.1308361257796,cir_frame_0186.npz
187,9.03552532196045,-110.17377483996084,-110.15710275524282,cir_frame_0187.npz
188,9.083843231201172,-111.10607576775836,-111.10025354333672,cir_frame_0188.npz
189,9.132161140441895,-107.44842127003913,-107.47052906548141,cir_frame_0189.npz
190,9.180480003356934,-110.29996787601989,-110.27949110417636,cir_frame_0190.npz
191,9.228797912597656,-110.34162992810325,-110.37915042806785,cir_frame_0191.npz
192,9.277116775512695,-106.07998035399007,-106.14518027160256,cir_frame_0192.npz
193,9.325434684753418,-107.9383081934229,-108.02987619125267,cir_frame_0193.npz
194,9.373753547668457,-110.46542988428912,-110.4631625744995,cir_frame_0194.npz
195,9.42207145690918,-110.506306170483,-110.50874888134305,cir_frame_0195.npz
196,9.470389366149902,-117.3079122153622,-117.33864944338018,cir_frame_0196.npz
197,9.518708229064941,-110.83080600896444,-110.81194593721253,cir_frame_0197.npz
198,9.567026138305664,-107.68231002486475,-107.66674565604148,cir_frame_0198.npz
199,9.615345001220703,-110.6679268422444,-110.64643046353655,cir_frame_0199.npz
200,9.663662910461426,-105.68681415918265,-105.74142301044623,cir_frame_0200.npz
201,9.711981773376465,-106.22232369521134,-106.19067891163024,cir_frame_0201.npz
202,9.760299682617188,-107.8127342951409,-107.84853523022565,cir_frame_0202.npz
203,9.80861759185791,-110.82659744790772,-110.84876731005865,cir_frame_0203.npz
204,9.85693645477295,-110.86581784332967,-110.82961326733,cir_frame_0204.npz
205,9.905254364013672,-123.22747984050898,-123.22214703277533,cir_frame_0205.npz
206,9.953573226928711,-114.51261191208026,-114.47580272431011,cir_frame_0206.npz
207,10.001891136169434,-110.98242706629385,-110.99425770503245,cir_frame_0207.npz
208,10.050209999084473,-111.02095238538391,-111.02168143931928,cir_frame_0208.npz
209,10.098527908325195,-106.3391667717213,-106.35871109700656,cir_frame_0209.npz
210,10.146845817565918,-106.03735890899925,-106.04864170423735,cir_frame_0210.npz
211,10.195164680480957,-111.13551328127497,-111.11397812509244,cir_frame_0211.npz
212,10.24348258972168,-111.17336691649894,-111.180004943719,cir_frame_0212.npz
213,10.291801452636719,-110.51878099013823,-110.52115687256753,cir_frame_0213.npz
214,10.340119361877441,-114.88680018222976,-114.93102606183307,cir_frame_0214.npz
215,10.38843822479248,-123.7197148512138,-123.69938157662202,cir_frame_0215.npz
216,10.436756134033203,-111.32316011300176,-111.31782055965877,cir_frame_0216.npz
217,10.485074043273926,-112.22499099573385,-112.26165540823332,cir_frame_0217.npz
218,10.533392906188965,-109.15319246948017,-109.1137380044388,cir_frame_0218.npz
219,10.581710815429688,-107.48811479649042,-107.4806482347428,cir_frame_0219.npz
220,10.630029678344727,-111.47041683351958,-111.4640189839922,cir_frame_0220.npz
221,10.67834758758545,-111.50684374036503,-111.48765805694403,cir_frame_0221.npz
222,10.726666450500488,-106.95377418897566,-106.99973668722481,cir_frame_0222.npz
223,10.774984359741211,-108.21626042026733,-108.22403477263144,cir_frame_0223.npz
224,10.823302268981934,-111.61521873481621,-111.60133408468832,cir_frame_0224.npz
225,10.871621131896973,-111.65104778384529,-111.67799942044759,cir_frame_0225.npz
226,10.919939041137695,-121.02947372093081,-121.0405708792638,cir_frame_0226.npz
227,10.968257904052734,-123.18144162329861,-123.20180019292572,cir_frame_0227.npz
228,11.016575813293457,-111.75765172906443,-111.74790970304853,cir_frame_0228.npz
229,11.064894676208496,-111.79290094873093,-111.78942302596187,cir_frame_0229.npz
230,11.113212585449219,-108.95489153894808,-108.99204747531229,cir_frame_0230.npz
231,11.161530494689941,-107.57379473822232,-107.60292974193948,cir_frame_0231.npz
232,11.20984935760498,-106.87183438494438,-106.88581658638043,cir_frame_0232.npz
233,11.258167266845703,-111.93247769666215,-111.92107474719278,cir_frame_0233.npz
234,11.306486129760742,-107.24257252462657,-107.23985599530467,cir_frame_0234.npz
235,11.354804039001465,-108.32301952586613,-108.2876017080489,cir_frame_0235.npz
236,11.403121948242188,-110.07487852752062,-110.08690086300746,cir_frame_0236.npz
237,11.451440811157227,-112.06984659074254,-112.0341216038898,cir_frame_0237.npz
238,11.49975872039795,-117.72747530384373,-117.70945099725388,cir_frame_0238.npz
239,11.548077583312988,-126.44198370376849,-126.4179777187114,cir_frame_0239.npz
240,11.596395492553711,-119.97151248058077,-119.98285772553798,cir_frame_0240.npz
241,11.64471435546875,-112.2050825516731,-112.1719928272494,cir_frame_0241.npz
242,11.693032264709473,-112.2385644850167,-112.23679221560282,cir_frame_0242.npz
243,11.741350173950195,-109.10009587817018,-109.08230421153256,cir_frame_0243.npz
244,11.789669036865234,-107.98006173911192,-107.99864004965116,cir_frame_0244.npz
245,11.837986946105957,-112.33824603068469,-112.273498970323,cir_frame_0245.npz
246,11.886305809020996,-112.37122250838935,-112.38472229880176,cir_frame_0246.npz
247,11.934623718261719,-107.48217222509493,-107.49694365785916,cir_frame_0247.npz
248,11.982942581176758,-108.25139083104742,-108.18700998450481,cir_frame_0248.npz
249,12.03126049041748,-109.41736516245541,-109.4274779432135,cir_frame_0249.npz
250,12.079578399658203,-112.50188398352394,-112.49560563083578,cir_frame_0250.npz
251,12.127897262573242,-114.56467580479469,-114.56683581808025,cir_frame_0251.npz
252,12.176215171813965,-119.78468549702669,-119.76462995458407,cir_frame_0252.npz
253,12.224534034729004,-127.53875034868274,-127.5326787368433,cir_frame_0253.npz
254,12.272851943969727,-112.63061312150116,-112.58938751741954,cir_frame_0254.npz
255,12.321170806884766,-115.19009224690244,-115.215695989985,cir_frame_0255.npz
256,12.369488716125488,-112.08163659670001,-112.00394049965223,cir_frame_0256.npz
257,12.417806625366211,-110.02398399711382,-110.0147279475652,cir_frame_0257.npz
258,12.46612548828125,-112.75746502023387,-112.73802745675722,cir_frame_0258.npz
259,12.514443397521973,-108.02156795535217,-108.03154668547603,cir_frame_0259.npz
260,12.562762260437012,-107.65541251529436,-107.65520940837283,cir_frame_0260.npz
261,12.611080169677734,-107.66401213027392,-107.69634034828961,cir_frame_0261.npz
262,12.659399032592773,-112.88249080743282,-112.87016255846959,cir_frame_0262.npz
263,12.707716941833496,-112.91346746573139,-112.90088555550788,cir_frame_0263.npz
264,12.756034851074219,-109.84566703076538,-109.88416610547397,cir_frame_0264.npz
265,12.804353713989258,-111.59482710059534,-111.58919958820971,cir_frame_0265.npz
266,12.85267162322998,-114.33882377808972,-114.32044612274227,cir_frame_0266.npz
267,12.90099048614502,-113.03628817875537,-113.05055265990543,cir_frame_0267.npz
268,12.949308395385742,-125.63758576798719,-125.5975920286547,cir_frame_0268.npz
269,12.997627258300781,-125.26013713314376,-125.24373100989959,cir_frame_0269.npz
270,13.045945167541504,-118.67384688181104,-118.63648182311695,cir_frame_0270.npz
271,13.094263076782227,-113.15739501336142,-113.17799173688914,cir_frame_0271.npz
272,13.142581939697266,-112.10998011852192,-112.09476629854981,cir_frame_0272.npz
273,13.190899848937988,-110.42602455923038,-110.40787489330198,cir_frame_0273.npz
274,13.239218711853027,-109.31920588149906,-109.3531692822809,cir_frame_0274.npz
275,13.28753662109375,-113.27683972415365,-113.26179481080877,cir_frame_0275.npz
276,13.335855484008789,-108.16046699098985,-108.12216923096103,cir_frame_0276.npz
277,13.384173393249512,-108.06721479757624,-108.03384878248382,cir_frame_0277.npz
278,13.432491302490234,-108.25141444250019,-108.22884713028171,cir_frame_0278.npz
279,13.480810165405273,-113.39466592538797,-113.40891952301627,cir_frame_0279.npz
280,13.529128074645996,-113.42387370734289,-113.423411784564,cir_frame_0280.npz
